"Period","House Price Index","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","Disposable Income","Ratio: House Price Index to Disposable Income","Mean_of_Ratio"
"Q1 1975",16.178418656,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,19.72713916,NA,1.05491204584963
"Q2 1975",16.40041041,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,20.389556513,NA,1.05491204584963
"Q3 1975",17.107920318,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,21.255555518,NA,1.05491204584963
"Q4 1975",17.349803204,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,21.657316757,NA,1.05491204584963
"Q1 1976",17.590188243,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,22.172928873,NA,1.05491204584963
"Q2 1976",18.123948037,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,23.081941326,NA,1.05491204584963
"Q3 1976",18.116433992,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,22.628451454,NA,1.05491204584963
"Q4 1976",18.004393548,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,23.564738188,NA,1.05491204584963
"Q1 1977",17.89169734,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,23.83751331,NA,1.05491204584963
"Q2 1977",18.068059119,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,24.666705294,NA,1.05491204584963
"Q3 1977",18.254425149,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,24.808093732,NA,1.05491204584963
"Q4 1977",19.141058422,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,25.442228649,NA,1.05491204584963
"Q1 1978",19.414888909,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,26.725307191,NA,1.05491204584963
"Q2 1978",19.864102763,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,26.921300004,NA,1.05491204584963
"Q3 1978",20.32753032,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,27.334521401,NA,1.05491204584963
"Q4 1978",20.544162434,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,28.120095445,NA,1.05491204584963
"Q1 1979",20.965806743,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,28.591397237,NA,1.05491204584963
"Q2 1979",21.794425059,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,29.988246146,NA,1.05491204584963
"Q3 1979",22.777130197,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,30.241629163,NA,1.05491204584963
"Q4 1979",23.808027241,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,31.234625918,NA,1.05491204584963
"Q1 1980",24.930549834,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,31.903797451,NA,1.05491204584963
"Q2 1980",26.298183031,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,32.755302052,NA,1.05491204584963
"Q3 1980",27.567390438,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,33.678873245,NA,1.05491204584963
"Q4 1980",29.686271143,NA,5.21940721739354,NA,NA,8.48470255203445,NA,NA,21.7002199114751,35.083444591,NA,1.05491204584963
