"Period","S&P 500 Composite","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","Gold","Ratio: S&P 500 Composite to Gold","Mean_of_Ratio"
"Q2 2015",2059.69,9.23723959438246,8.76651427794678,1740.0225,319.6675,123.884358974359,1408.9178125,650.7721875,302.007019230769,1201.07,1.71487923268419,2.21698080586708
"Q3 2015",2077.42,5.27537348225327,8.76651427794678,1799.34833333333,278.071666666667,123.884358974359,1426.355,651.065,302.007019230769,1170.4,1.77496582365003,2.21698080586708
"Q4 2015",1923.82,-1.14790150861184,8.76651427794678,1839.2925,84.5274999999999,123.884358974359,1438.1296875,485.6903125,302.007019230769,1115.17,1.7251360779074,2.21698080586708
"Q1 2016",2043.94,-0.726601583369762,8.76651427794678,1890.77166666667,153.168333333333,123.884358974359,1456.116875,587.823125,302.007019230769,1062.38,1.92392552570643,2.21698080586708
"Q2 2016",2072.78,0.635532531594567,8.76651427794678,1933.3225,139.4575,123.884358974359,1478.073125,594.706875,302.007019230769,1212.38,1.70967848364374,2.21698080586708
"Q3 2016",2102.95,1.22892818977384,8.76651427794678,1973.98833333333,128.961666666667,123.884358974359,1503.636875,599.313125,302.007019230769,1335.97,1.57409971780803,2.21698080586708
"Q4 2016",2161.2,12.3389922134087,8.76651427794678,2012.83833333333,148.361666666666,123.884358974359,1534.89125,626.30875,302.007019230769,1311.74,1.64758260021041,2.21698080586708
"Q1 2017",2238.83,9.53501570496198,8.76651427794678,2045.3775,193.4525,123.884358974359,1576.628125,662.201875,302.007019230769,1157.49,1.93421109469628,2.21698080586708
"Q2 2017",2358.84,13.8007892781675,8.76651427794678,2084.82083333333,274.019166666667,123.884358974359,1624.995625,733.844375,302.007019230769,1253.4,1.88195308760172,2.21698080586708
"Q3 2017",2429.01,15.5048859934854,8.76651427794678,2122.795,306.215,123.884358974359,1672.048125,756.961875,302.007019230769,1222.73,1.9865464984093,2.21698080586708
"Q4 2017",2529.12,17.023875624653,8.76651427794678,2171.375,357.745,123.884358974359,1718.9003125,810.2196875,302.007019230769,1273.71,1.9856325223167,2.21698080586708
"Q1 2018",2673.61,19.4199648923768,8.76651427794678,2222.60083333333,451.009166666667,123.884358974359,1767.60375,906.00625,302.007019230769,1303.46,2.05116382551056,2.21698080586708
"Q2 2018",2581.88,9.45549507384986,8.76651427794678,2266.11666666667,315.763333333333,123.884358974359,1811.471875,770.408125,302.007019230769,1338.8,1.92850313713774,2.21698080586708
"Q3 2018",2726.71,12.2560220007328,8.76651427794678,2320.22416666667,406.485833333333,123.884358974359,1864.57625,862.13375,302.007019230769,1246.32,2.18780890942936,2.21698080586708
"Q4 2018",2924.59,15.6366641361422,8.76651427794678,2403.62166666667,520.968333333333,123.884358974359,1920.1496875,1004.4403125,302.007019230769,1188.49,2.46076113387576,2.21698080586708
"Q1 2019",2506.85,-6.23725973496509,8.76651427794678,2442.1975,64.6524999999997,123.884358974359,1958.7428125,548.1071875,302.007019230769,1281.34,1.95642842649102,2.21698080586708
"Q2 2019",2867.19,11.0504748477853,8.76651427794678,2508.39833333333,358.791666666667,123.884358974359,2006.7046875,860.4853125,302.007019230769,1291.98,2.21922165977801,2.21698080586708
"Q3 2019",2964.33,8.71453143165206,8.76651427794678,2580.18,384.15,123.884358974359,2057.4753125,906.8546875,302.007019230769,1393.3,2.12756046795378,2.21698080586708
"Q4 2019",2940.25,0.535459671270156,8.76651427794678,2645.10083333333,295.149166666667,123.884358974359,2115.0071875,825.2428125,302.007019230769,1482.96,1.9826900253547,2.21698080586708
