"Period","Banks Non-Residential Mortgages","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","GDP","Ratio: Banks Non-Residential Mortgages to GDP","Mean_of_Ratio"
"Q4 2008",29632,17.5080302970219,7.14435237256936,24776.6666666667,4855.33333333333,3273.64903846154,20641.78125,8990.21875,8363.43930288462,1618908,0.018303696071673,0.0195175107541062
"Q1 2009",29381,9.43867098744739,7.14435237256936,25391.4166666667,3989.58333333333,3273.64903846154,21071.65625,8309.34375,8363.43930288462,1557232,0.0188674519917392,0.0195175107541062
"Q2 2009",28943,5.2434456928839,7.14435237256936,25950,2993,3273.64903846154,21488.71875,7454.28125,8363.43930288462,1548488,0.018691136127629,0.0195175107541062
"Q3 2009",29495,3.866605627355,7.14435237256936,26552.6666666667,2942.33333333333,3273.64903846154,21930.125,7564.875,8363.43930288462,1567924,0.0188114985165097,0.0195175107541062
"Q4 2009",29109,-1.7649838012959,7.14435237256936,27131.9166666667,1977.08333333333,3273.64903846154,22342.4375,6766.5625,8363.43930288462,1611692,0.0180611431960945,0.0195175107541062
"Q1 2010",29869,1.66093734045812,7.14435237256936,27683.75,2185.25,3273.64903846154,22771.84375,7097.15625,8363.43930288462,1644032,0.0181681378464653,0.0195175107541062
"Q2 2010",30440,5.17223508274885,7.14435237256936,28229.1666666667,2210.83333333333,3273.64903846154,23210.0625,7229.9375,8363.43930288462,1653240,0.0184123297282911,0.0195175107541062
"Q3 2010",31414,6.50618748940498,7.14435237256936,28853.75,2560.25,3273.64903846154,23668.9375,7745.0625,8363.43930288462,1665372,0.0188630528194301,0.0195175107541062
"Q4 2010",32885,12.9719330791164,7.14435237256936,29492.75,3392.25,3273.64903846154,24173.8125,8711.1875,8363.43930288462,1701548,0.0193265191460952,0.0195175107541062
"Q1 2011",33121,10.8875422679032,7.14435237256936,30015.5833333333,3105.41666666667,3273.64903846154,24677.8125,8443.1875,8363.43930288462,1737952,0.0190574883541087,0.0195175107541062
"Q2 2011",34262,12.5558475689882,7.14435237256936,30579,3683,3273.64903846154,25211.78125,9050.21875,8363.43930288462,1759852,0.0194686825937636,0.0195175107541062
"Q3 2011",35841,14.0924428598714,7.14435237256936,31199.3333333333,4641.66666666667,3273.64903846154,25775.0625,10065.9375,8363.43930288462,1785748,0.0200705810674294,0.0195175107541062
"Q4 2011",36784,11.8564695149764,7.14435237256936,31795.3333333333,4988.66666666667,3273.64903846154,26333.75,10450.25,8363.43930288462,1812700,0.0202923815303139,0.0195175107541062
"Q1 2012",37814,14.169258174572,7.14435237256936,32498.0833333333,5315.91666666667,3273.64903846154,26917.21875,10896.78125,8363.43930288462,1815120,0.020832782405571,0.0195175107541062
"Q2 2012",39087,14.0826571712101,7.14435237256936,33343.4166666667,5743.58333333334,3273.64903846154,27531.96875,11555.03125,8363.43930288462,1818984,0.021488369331451,0.0195175107541062
"Q3 2012",40270,12.3573561005552,7.14435237256936,34241.3333333333,6028.66666666666,3273.64903846154,28155.3125,12114.6875,8363.43930288462,1830636,0.0219978193371047,0.0195175107541062
"Q4 2012",42201,14.7265115267508,7.14435237256936,35332.3333333333,6868.66666666666,3273.64903846154,28850.78125,13350.21875,8363.43930288462,1844064,0.0228847805716071,0.0195175107541062
"Q1 2013",43219,14.2936478552917,7.14435237256936,36444.8333333333,6774.16666666666,3273.64903846154,29556.46875,13662.53125,8363.43930288462,1876844,0.0230274865678767,0.0195175107541062
"Q2 2013",44128,12.8968710824571,7.14435237256936,37585.5,6542.5,3273.64903846154,30286.59375,13841.40625,8363.43930288462,1886592,0.0233903249881267,0.0195175107541062
"Q3 2013",46624,15.7784951576856,7.14435237256936,38853,7771,3273.64903846154,31056.28125,15567.71875,8363.43930288462,1912428,0.0243794799072174,0.0195175107541062
"Q4 2013",48031,13.8148385109358,7.14435237256936,40115.1666666667,7915.83333333334,3273.64903846154,31882.4375,16148.5625,8363.43930288462,1933124,0.024846310945392,0.0195175107541062
"Q1 2014",48519,12.2631250144612,7.14435237256936,41398.3333333333,7120.66666666666,3273.64903846154,32711.03125,15807.96875,8363.43930288462,1963452,0.0247110700949145,0.0195175107541062
"Q2 2014",49348,11.829224075417,7.14435237256936,42655.5,6692.5,3273.64903846154,33558.15625,15789.84375,8363.43930288462,1988404,0.0248178941502833,0.0195175107541062
"Q3 2014",49482,6.12989018531229,7.14435237256936,43792.25,5689.75,3273.64903846154,34408.75,15073.25,8363.43930288462,2013792,0.0245715545597559,0.0195175107541062
"Q4 2014",50862,5.89411005392351,7.14435237256936,44965.4166666667,5896.58333333334,3273.64903846154,35305.75,15556.25,8363.43930288462,2013944,0.0252549226790814,0.0195175107541062
"Q1 2015",52181,7.54755868834889,7.14435237256936,46162.6666666667,6018.33333333334,3273.64903846154,36209.9375,15971.0625,8363.43930288462,1984300,0.0262969309076249,0.0195175107541062
"Q2 2015",54091,9.61133176623166,7.14435237256936,47413,6678,3273.64903846154,37153.5625,16937.4375,8363.43930288462,1984920,0.0272509723313786,0.0195175107541062
"Q3 2015",55786,12.739986257629,7.14435237256936,48706,7080,3273.64903846154,38149.40625,17636.59375,8363.43930288462,2000864,0.0278809554272554,0.0195175107541062
"Q4 2015",57629,13.3046282096654,7.14435237256936,49991.6666666667,7637.33333333334,3273.64903846154,39162.28125,18466.71875,8363.43930288462,1991680,0.0289348690552699,0.0195175107541062
"Q1 2016",58913,12.901247580537,7.14435237256936,51299.5,7613.5,3273.64903846154,40164.34375,18748.65625,8363.43930288462,1998420,0.0294797890333363,0.0195175107541062
"Q2 2016",59926,10.7873768279381,7.14435237256936,52616,7310,3273.64903846154,41177.625,18748.375,8363.43930288462,2002152,0.0299307944651555,0.0195175107541062
