"Period","House Price Index","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","Rent Index","Ratio: House Price Index to Rent Index","Mean_of_Ratio"
"Q4 1979",14.956,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,39.7403,NA,0.759920219752545
"Q1 1980",15.2013,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,40.2106,NA,0.759920219752545
"Q2 1980",15.9431,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,40.7164,NA,0.759920219752545
"Q3 1980",16.8508,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,41.3522,NA,0.759920219752545
"Q4 1980",17.6479,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,41.9186,NA,0.759920219752545
"Q1 1981",18.3551,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,42.5775,NA,0.759920219752545
"Q2 1981",18.5425,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,43.3237,NA,0.759920219752545
"Q3 1981",19.1149,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,44.1887,NA,0.759920219752545
"Q4 1981",19.2029,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,45.0808,NA,0.759920219752545
"Q1 1982",18.3117,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,45.9836,NA,0.759920219752545
"Q2 1982",17.5967,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,46.9964,NA,0.759920219752545
"Q3 1982",17.4345,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,48.2958,NA,0.759920219752545
"Q4 1982",17.721,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,49.51,NA,0.759920219752545
"Q1 1983",18.7565,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,50.2865,NA,0.759920219752545
"Q2 1983",18.7974,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,50.939,NA,0.759920219752545
"Q3 1983",18.8437,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,51.6434,NA,0.759920219752545
"Q4 1983",18.7011,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,52.3501,NA,0.759920219752545
"Q1 1984",18.4689,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,53.0112,NA,0.759920219752545
"Q2 1984",18.6854,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,53.6307,NA,0.759920219752545
"Q3 1984",18.7706,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,54.1228,NA,0.759920219752545
"Q4 1984",18.7545,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,54.6956,NA,0.759920219752545
"Q1 1985",18.8385,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,55.3151,NA,0.759920219752545
"Q2 1985",19.4041,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,55.9243,NA,0.759920219752545
"Q3 1985",19.9638,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,56.461,NA,0.759920219752545
"Q4 1985",20.4934,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,57.0166,NA,0.759920219752545
"Q1 1986",21.1287,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,57.6506,NA,0.759920219752545
"Q2 1986",22.4789,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,58.1321,NA,0.759920219752545
"Q3 1986",23.395,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,58.7127,NA,0.759920219752545
"Q4 1986",24.5259,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,59.2249,NA,0.759920219752545
"Q1 1987",25.8958,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,59.7351,NA,0.759920219752545
"Q2 1987",26.0956,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,60.2849,NA,0.759920219752545
"Q3 1987",26.7304,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,60.7952,NA,0.759920219752545
"Q4 1987",27.5396,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,61.3175,NA,0.759920219752545
"Q1 1988",29.2732,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,61.9044,NA,0.759920219752545
"Q2 1988",30.6242,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,62.4663,NA,0.759920219752545
"Q3 1988",31.6357,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,63.2172,NA,0.759920219752545
"Q4 1988",33.3123,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,64.0827,NA,0.759920219752545
"Q1 1989",35.7303,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,64.9147,NA,0.759920219752545
"Q2 1989",33.6023,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,65.8034,NA,0.759920219752545
"Q3 1989",35.2263,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,66.5716,NA,0.759920219752545
"Q4 1989",36.483,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,67.1261,NA,0.759920219752545
"Q1 1990",35.1007,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,67.7839,NA,0.759920219752545
"Q2 1990",33.5254,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,68.4338,NA,0.759920219752545
"Q3 1990",34.4936,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,69.0555,NA,0.759920219752545
"Q4 1990",33.9634,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,69.7216,NA,0.759920219752545
"Q1 1991",35.0905,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,70.3422,NA,0.759920219752545
"Q2 1991",37.0031,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,70.8677,NA,0.759920219752545
"Q3 1991",35.5725,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,71.3987,NA,0.759920219752545
"Q4 1991",35.4346,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,71.924,NA,0.759920219752545
"Q1 1992",35.7846,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,72.4239,NA,0.759920219752545
"Q2 1992",36.4112,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,72.8775,NA,0.759920219752545
"Q3 1992",37.1729,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,73.2878,NA,0.759920219752545
"Q4 1992",37.4911,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,73.7088,NA,0.759920219752545
"Q1 1993",37.4989,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,74.1125,NA,0.759920219752545
"Q2 1993",37.6371,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,74.4368,NA,0.759920219752545
"Q3 1993",37.4146,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,74.8078,NA,0.759920219752545
"Q4 1993",37.4899,NA,4.98729281580507,NA,NA,4.85474118589744,NA,NA,12.2540803485577,75.1868,NA,0.759920219752545
"Q1 1994",39.0204,4.05745235193567,4.98729281580507,36.9942416666667,2.02615833333333,4.85474118589744,33.08290625,5.93749375,12.2540803485577,75.4664,0.517056597373136,0.759920219752545
"Q2 1994",38.7229,2.8849194013354,4.98729281580507,37.1375583333333,1.58534166666667,4.85474118589744,33.59053125,5.13236875,12.2540803485577,75.7411,0.511253467404091,0.759920219752545
"Q3 1994",38.7167,3.48019222442577,4.98729281580507,37.399575,1.317125,4.85474118589744,34.069334375,4.64736562500001,12.2540803485577,75.9859,0.509524793415621,0.759920219752545
"Q4 1994",38.6683,3.14324658107918,4.98729281580507,37.66905,0.999250000000004,4.85474118589744,34.511284375,4.157015625,12.2540803485577,76.2743,0.506963682393677,0.759920219752545
"Q1 1995",37.484,-3.9374276019723,4.98729281580507,37.8106666666667,-0.326666666666668,4.85474118589744,34.873415625,2.610584375,12.2540803485577,76.5678,0.489553049715416,0.759920219752545
"Q2 1995",36.2868,-6.29110939521576,4.98729281580507,37.8003,-1.5135,4.85474118589744,35.191890625,1.094909375,12.2540803485577,76.9039,0.471846031215582,0.759920219752545
"Q3 1995",37.1585,-4.02461986687917,4.98729281580507,37.7991,-0.640600000000006,4.85474118589744,35.51776875,1.64073124999999,12.2540803485577,77.0798,0.482078313643782,0.759920219752545
"Q4 1995",36.9787,-4.36947059994879,4.98729281580507,37.7564,-0.777699999999996,4.85474118589744,35.812740625,1.165959375,12.2540803485577,77.2772,0.478520184478734,0.759920219752545
"Q1 1996",36.6041,-2.34740155799808,4.98729281580507,37.6818333333333,-1.07773333333333,4.85474118589744,36.04183125,0.562268750000001,12.2540803485577,77.5549,0.471976625590388,0.759920219752545
"Q2 1996",37.0804,2.18702117574434,4.98729281580507,37.6354416666667,-0.555041666666668,4.85474118589744,36.2435875,0.836812499999994,12.2540803485577,77.8166,0.476510153360594,0.759920219752545
"Q3 1996",37.0946,-0.171966037380402,4.98729281580507,37.608775,-0.514175000000002,4.85474118589744,36.414178125,0.680421875,12.2540803485577,78.0916,0.47501395796731,0.759920219752545
"Q4 1996",37.0911,0.303958765451446,4.98729281580507,37.5755416666667,-0.484441666666669,4.85474118589744,36.532265625,0.558834374999996,12.2540803485577,78.3046,0.473677153066359,0.759920219752545
"Q1 1997",37.6789,2.93628309397034,4.98729281580507,37.46375,0.215150000000001,4.85474118589744,36.593159375,1.085740625,12.2540803485577,78.5407,0.479737257243697,0.759920219752545
"Q2 1997",38.1,2.74970065047843,4.98729281580507,37.4118416666667,0.688158333333334,4.85474118589744,36.7337125,1.3662875,12.2540803485577,78.7895,0.483566972756522,0.759920219752545
"Q3 1997",37.9965,2.43135119397432,4.98729281580507,37.351825,0.644674999999999,4.85474118589744,36.82028125,1.17621875,12.2540803485577,78.9938,0.481006104276538,0.759920219752545
"Q4 1997",37.7642,1.81472105168088,4.98729281580507,37.2764833333333,0.487716666666671,4.85474118589744,36.86031875,0.903881250000005,12.2540803485577,79.1857,0.476906815245682,0.759920219752545
"Q1 1998",37.6094,-0.18445336780001,4.98729281580507,37.2869333333333,0.322466666666671,4.85474118589744,36.938715625,0.670684375,12.2540803485577,79.412,0.473598448597189,0.759920219752545
"Q2 1998",37.2836,-2.14278215223098,4.98729281580507,37.37,-0.0863999999999976,4.85474118589744,37.056159375,0.227440625,12.2540803485577,79.628,0.468222233385241,0.759920219752545
"Q3 1998",37.1456,-2.23941678838839,4.98729281580507,37.368925,-0.223324999999996,4.85474118589744,37.139034375,0.00656562500000035,12.2540803485577,79.8424,0.465236515936395,0.759920219752545
"Q4 1998",37.5381,-0.598715185281305,4.98729281580507,37.4155416666667,0.12255833333333,4.85474118589744,37.25074375,0.287356250000002,12.2540803485577,80.0597,0.468876351023049,0.759920219752545
"Q1 1999",37.9142,0.810435688950103,4.98729281580507,37.5247166666667,0.389483333333338,4.85474118589744,37.338984375,0.575215624999998,12.2540803485577,80.2833,0.472255126533164,0.759920219752545
"Q2 1999",38.2923,2.70547908463774,4.98729281580507,37.6257083333333,0.666591666666662,4.85474118589744,37.379271875,0.913028124999997,12.2540803485577,80.4708,0.475853353017492,0.759920219752545
"Q3 1999",38.5487,3.77729798414885,4.98729281580507,37.7468833333333,0.801816666666667,4.85474118589744,37.472278125,1.07642187499999,12.2540803485577,80.6348,0.478065301829979,0.759920219752545
"Q4 1999",38.9446,3.74685985705191,4.98729281580507,37.9013416666667,1.04325833333333,4.85474118589744,37.581965625,1.362634375,12.2540803485577,80.8451,0.481718743622062,0.759920219752545
"Q1 2000",39.4206,3.97318155203064,4.98729281580507,38.0464833333333,1.37411666666667,4.85474118589744,37.695590625,1.725009375,12.2540803485577,81.0408,0.486429057955993,0.759920219752545
"Q2 2000",39.8619,4.09899640397678,4.98729281580507,38.1933083333333,1.66859166666666,4.85474118589744,37.803425,2.058475,12.2540803485577,81.3178,0.49019894783184,0.759920219752545
"Q3 2000",40.283,4.49898440154922,4.98729281580507,38.38385,1.89915,4.85474118589744,37.900615625,2.382384375,12.2540803485577,81.5669,0.493864545544823,0.759920219752545
"Q4 2000",40.7042,4.51821305136013,4.98729281580507,38.62885,2.07535,4.85474118589744,38.001025,2.703175,12.2540803485577,81.8535,0.497281118095133,0.759920219752545
"Q1 2001",41.1903,4.4892771799516,4.98729281580507,38.9272583333333,2.26304166666667,4.85474118589744,38.11638125,3.07391875,12.2540803485577,82.1926,0.501143655268236,0.759920219752545
"Q2 2001",41.5516,4.23888474959799,4.98729281580507,39.282925,2.268675,4.85474118589744,38.238709375,3.312890625,12.2540803485577,82.5324,0.503458035874396,0.759920219752545
"Q3 2001",42.1853,4.72233944840254,4.98729281580507,39.7029,2.4824,4.85474118589744,38.38779375,3.79750625,12.2540803485577,82.9462,0.508586288461678,0.759920219752545
"Q4 2001",42.9196,5.44268159059754,4.98729281580507,40.1513583333333,2.76824166666667,4.85474118589744,38.557471875,4.36212812500001,12.2540803485577,83.3692,0.514813624216137,0.759920219752545
"Q1 2002",43.7461,6.20485891095719,4.98729281580507,40.63735,3.10875,4.85474118589744,38.70515,5.04095,12.2540803485577,83.7383,0.522414474619141,0.759920219752545
"Q2 2002",44.8917,8.03843895301264,4.98729281580507,41.1873,3.7044,4.85474118589744,38.897925,5.993775,12.2540803485577,84.2268,0.532985937967488,0.759920219752545
"Q3 2002",45.917,8.84597241219099,4.98729281580507,41.801325,4.115675,4.85474118589744,39.122934375,6.794065625,12.2540803485577,84.6321,0.542548276599541,0.759920219752545
"Q4 2002",46.8212,9.09048546584776,4.98729281580507,42.4577083333333,4.36349166666666,4.85474118589744,39.3777125,7.4434875,12.2540803485577,84.9986,0.550846719828327,0.759920219752545
"Q1 2003",47.8651,9.4156964849438,4.98729281580507,43.1614166666667,4.70368333333333,4.85474118589744,39.702121875,8.162978125,12.2540803485577,85.3145,0.561042964560538,0.759920219752545
"Q2 2003",48.5808,8.21777745106557,4.98729281580507,43.8879916666667,4.69280833333334,4.85474118589744,40.086309375,8.494490625,12.2540803485577,85.5251,0.568029736299636,0.759920219752545
"Q3 2003",49.4651,7.72720343227998,4.98729281580507,44.6531666666667,4.81193333333334,4.85474118589744,40.470890625,8.994209375,12.2540803485577,85.8095,0.57645249069159,0.759920219752545
"Q4 2003",50.5902,8.0497723253569,4.98729281580507,45.477,5.1132,4.85474118589744,40.89625,9.69395,12.2540803485577,86.0674,0.587797470354629,0.759920219752545
"Q1 2004",51.7457,8.10736841665431,4.98729281580507,46.3566166666667,5.38908333333333,4.85474118589744,41.369425,10.376275,12.2540803485577,86.3007,0.599597685766164,0.759920219752545
"Q2 2004",52.7662,8.61533774659947,4.98729281580507,47.2911666666667,5.47503333333333,4.85474118589744,41.85960625,10.90659375,12.2540803485577,86.485,0.610119673931896,0.759920219752545
"Q3 2004",53.6149,8.389349258366,4.98729281580507,48.2436333333333,5.37126666666666,4.85474118589744,42.375865625,11.239034375,12.2540803485577,86.6493,0.618757451012299,0.759920219752545
"Q4 2004",54.5085,7.74517594316685,4.98729281580507,49.209375,5.299125,4.85474118589744,42.920159375,11.588340625,12.2540803485577,86.8266,0.627785724651201,0.759920219752545
"Q1 2005",55.7038,7.6491379960074,4.98729281580507,50.20585,5.49795,4.85474118589744,43.4834375,12.2203625,12.2540803485577,87.0068,0.640223522759141,0.759920219752545
"Q2 2005",56.9522,7.933108694581,4.98729281580507,51.2108916666667,5.74130833333333,4.85474118589744,44.07256875,12.87963125,12.2540803485577,87.1901,0.653195718321231,0.759920219752545
"Q3 2005",57.8196,7.84240947945441,4.98729281580507,52.202775,5.616825,4.85474118589744,44.692040625,13.127559375,12.2540803485577,87.3781,0.661717295294816,0.759920219752545
"Q4 2005",59.1534,8.52142326426154,4.98729281580507,53.2304583333333,5.92294166666667,4.85474118589744,45.360453125,13.792946875,12.2540803485577,87.5283,0.675820277555945,0.759920219752545
"Q1 2006",60.8907,9.31157299861051,4.98729281580507,54.315925,6.574775,4.85474118589744,46.08799375,14.80270625,12.2540803485577,87.7112,0.694218070212242,0.759920219752545
"Q2 2006",62.9349,10.5047741790484,4.98729281580507,55.5121,7.4228,4.85474118589744,46.889596875,16.045303125,12.2540803485577,87.9821,0.715314819719011,0.759920219752545
"Q3 2006",65.5701,13.4046240375236,4.98729281580507,56.8541833333333,8.71591666666666,4.85474118589744,47.7778625,17.7922375,12.2540803485577,88.2494,0.743009017625049,0.759920219752545
"Q4 2006",67.0942,13.424080441699,4.98729281580507,58.2295166666667,8.86468333333333,4.85474118589744,48.701490625,18.392709375,12.2540803485577,88.5086,0.758052889775683,0.759920219752545
"Q1 2007",68.3267,12.2120455176242,4.98729281580507,59.6112666666667,8.71543333333334,4.85474118589744,49.65188125,18.67481875,12.2540803485577,88.8649,0.768882877266502,0.759920219752545
"Q2 2007",70.7949,12.4890958752616,4.98729281580507,61.1136583333333,9.68124166666666,4.85474118589744,50.6675875,20.1273125,12.2540803485577,89.282,0.792935866132031,0.759920219752545
"Q3 2007",72.8582,11.1149746607066,4.98729281580507,62.7172666666667,10.1409333333333,4.85474118589744,51.739759375,21.118440625,12.2540803485577,89.686,0.812369823606806,0.759920219752545
"Q4 2007",74.1485,10.5140235668657,4.98729281580507,64.3539333333333,9.79456666666667,4.85474118589744,52.83988125,21.30861875,12.2540803485577,90.0766,0.823171611717138,0.759920219752545
"Q1 2008",75.4128,10.3709091760615,4.98729281580507,65.99635,9.41645,4.85474118589744,53.9646375,21.4481625,12.2540803485577,90.4678,0.833587198981295,0.759920219752545
"Q2 2008",76.1152,7.51508936378186,4.98729281580507,67.5932666666667,8.52193333333334,4.85474118589744,55.097553125,21.017646875,12.2540803485577,90.8346,0.837953819359583,0.759920219752545
"Q3 2008",75.7875,4.02054950575227,4.98729281580507,69.0905916666667,6.69690833333333,4.85474118589744,56.20706875,19.58043125,12.2540803485577,91.2081,0.830929489815049,0.759920219752545
"Q4 2008",74.433,0.383689487986956,4.98729281580507,70.3638916666667,4.06910833333335,4.85474118589744,57.26109375,17.17190625,12.2540803485577,91.5888,0.81268670405115,0.759920219752545
"Q1 2009",72.3773,-4.02517874949611,4.98729281580507,71.3211083333333,1.05619166666668,4.85474118589744,58.2356875,14.1416125,12.2540803485577,91.9293,0.787314816929967,0.759920219752545
"Q2 2009",71.3421,-6.27088938871605,4.98729281580507,72.0217083333333,-0.679608333333334,4.85474118589744,59.166640625,12.175459375,12.2540803485577,92.2159,0.773642072570999,0.759920219752545
"Q3 2009",73.252,-3.34553851228765,4.98729281580507,72.6618666666667,0.590133333333327,4.85474118589744,60.137475,13.114525,12.2540803485577,92.5344,0.791619116782515,0.759920219752545
"Q4 2009",76.3638,2.59401072105113,4.98729281580507,73.4343333333333,2.92946666666667,4.85474118589744,61.18260625,15.18119375,12.2540803485577,92.878,0.822194707035035,0.759920219752545
"Q1 2010",78.9631,9.0992617851177,4.98729281580507,74.3207,4.64239999999999,4.85474118589744,62.2831375,16.6799625,12.2540803485577,93.11,0.848062506712491,0.759920219752545
"Q2 2010",80.1681,12.3713767887404,4.98729281580507,75.1018,5.0663,4.85474118589744,63.385525,16.782575,12.2540803485577,93.341,0.858873378258215,0.759920219752545
"Q3 2010",80.3263,9.65748375470978,4.98729281580507,75.7241416666667,4.60215833333334,4.85474118589744,64.460815625,15.865484375,12.2540803485577,93.663,0.85760972849471,0.759920219752545
"Q4 2010",79.9943,4.75421600287047,4.98729281580507,76.2112916666667,3.78300833333333,4.85474118589744,65.497475,14.496825,12.2540803485577,93.9734,0.851244075451138,0.759920219752545
"Q1 2011",81.6623,3.41830551232158,4.98729281580507,76.7320833333333,4.93021666666667,4.85474118589744,66.5536375,15.1086625,12.2540803485577,94.2081,0.866828860787979,0.759920219752545
"Q2 2011",83.1744,3.74999532232897,4.98729281580507,77.32035,5.85405,4.85474118589744,67.6346875,15.5397125,12.2540803485577,94.4632,0.880495261646864,0.759920219752545
"Q3 2011",84.7584,5.51762000739483,4.98729281580507,78.067925,6.69047499999999,4.85474118589744,68.737603125,16.020796875,12.2540803485577,94.6783,0.89522519943852,0.759920219752545
"Q4 2011",85.7222,7.1603851774439,4.98729281580507,79.0086916666667,6.71350833333334,4.85474118589744,69.835478125,15.886721875,12.2540803485577,94.9018,0.903272646040433,0.759920219752545
"Q1 2012",86.6983,6.16686035049221,4.98729281580507,80.2021083333333,6.49619166666668,4.85474118589744,70.927746875,15.770553125,12.2540803485577,95.2801,0.90993082500963,0.759920219752545
"Q2 2012",87.8506,5.62216258848876,4.98729281580507,81.5778166666667,6.27278333333334,4.85474118589744,72.024134375,15.826465625,12.2540803485577,95.6947,0.918029943142097,0.759920219752545
"Q3 2012",88.3175,4.19911182844414,4.98729281580507,82.833275,5.484225,4.85474118589744,73.108590625,15.208909375,12.2540803485577,96.0861,0.919149596039385,0.759920219752545
"Q4 2012",88.591,3.34662432835367,4.98729281580507,83.8522083333333,4.73879166666666,4.85474118589744,74.17366875,14.41733125,12.2540803485577,96.4799,0.918232709611017,0.759920219752545
"Q1 2013",88.9214,2.56417945911281,4.98729281580507,84.6820666666667,4.23933333333333,4.85474118589744,75.21171875,13.70968125,12.2540803485577,96.8852,0.917801686944962,0.759920219752545
"Q2 2013",89.6014,1.99292890429889,4.98729281580507,85.468175,4.133225,4.85474118589744,76.23200625,13.36939375,12.2540803485577,97.236,0.921483812579703,0.759920219752545
